City_ID,City,Country,Max Temp,Weather Description,Lat,Lng,Hotel Name
281,Corner Brook,CA,51.96,overcast clouds,48.9667,-57.9484,Glynmill Inn
282,Port Hedland,AU,60.85,clear sky,-20.3167,118.5667,The Esplanade Hotel
283,Dingle,PH,75.72,scattered clouds,10.9995,122.6711,SEGAYA PROPERTY
284,Kozhva,RU,34.32,broken clouds,65.1073,57.0459,Gostinicha IP Kayuda Olga Aleksandrovna
285,Melville,US,69.85,clear sky,40.7934,-73.4151,Marriott Melville Long Island
286,Aswan,EG,77.92,clear sky,24.0934,32.907,Nuba Nile
287,Dubbo,AU,50.13,clear sky,-32.25,148.6167,Quality Inn Dubbo International
289,Fare,PF,78.94,clear sky,-16.7,-151.0167,Maitai Lapita Village Huahine
290,Coolum Beach,AU,70.11,scattered clouds,-26.5333,153.1,Coolum Beach Resort
291,Lasem,ID,76.96,heavy intensity rain,-6.6922,111.4527,"Nyah Lasem | Museum, Warung & Community Center"
292,Beruwala,LK,76.93,overcast clouds,6.4788,79.9828,The Palms Hotel
293,Zhanakorgan,KZ,55.47,broken clouds,43.9098,67.2495,"""Ақпалас"" қонақ үйі"
294,Puerto Escondido,MX,84.16,light rain,15.85,-97.0667,Aldea del Bazar Hotel and Spa
295,Pontianak,ID,76.98,broken clouds,-0.0333,109.3333,Aston Pontianak Hotel & Convention Center
297,Prince Rupert,CA,59.09,overcast clouds,54.3161,-130.3201,Crest Hotel
298,Chabahar,IR,79.32,clear sky,25.2919,60.643,هتل گدروشیا
299,Saldanha,ZA,57.25,clear sky,-33.0117,17.9442,Blue Bay Lodge
300,Bud,US,67.05,clear sky,39.447,-86.1758,Ted McQuinn Trust
301,Senanga,ZM,72.66,overcast clouds,-16.1167,23.2667,Zango lodge
302,Tacoronte,ES,69.17,fog,28.4769,-16.4102,Casa Laurel
303,Umm Lajj,SA,81.54,clear sky,25.0213,37.2685,Moon light Furnished Units
304,Sao Filipe,CV,77.94,broken clouds,14.8961,-24.4956,Hotel Xaguate
305,Akureyri,IS,37.33,overcast clouds,65.6835,-18.0878,Akureyri - Berjaya Iceland Hotels
306,Hualmay,PE,66.02,clear sky,-11.0964,-77.6139,Hotel Villa Kitzia Huacho
307,Upata,VE,76.42,broken clouds,8.0086,-62.3989,Posada Villa Nela
308,Melfort,CA,48.33,few clouds,52.8667,-104.6177,Carra Valla Inn
309,Along,IN,65.03,scattered clouds,28.1667,94.7667,Hotel West
310,Traverse City,US,46.51,overcast clouds,44.7631,-85.6206,Bayshore Resort
312,Krasnoselkup,RU,33.08,overcast clouds,65.7,82.4667,Krasnosel'kupnefteprodukt
313,Silifke,TR,70.63,overcast clouds,36.3778,33.9344,Ayatekla Hotel
315,Cabinda,AO,77.5,overcast clouds,-5.55,12.2,Hotel Maiombe
316,Zhezkazgan,KZ,51.06,broken clouds,47.8043,67.7144,Hotel Zumrat
318,Kieta,PG,81.09,overcast clouds,-6.2167,155.6333,Uruna Bay Retreat
319,Nisia Floresta,BR,79.61,clear sky,-6.0911,-35.2086,Rancho Crepusculo
320,Prieska,ZA,74.79,broken clouds,-29.6641,22.7474,Avenue GuestHouse
321,Raudeberg,NO,47.07,broken clouds,61.9875,5.1352,Nordre Silda.
322,Port Lincoln,AU,54.66,overcast clouds,-34.7333,135.8667,Port Lincoln Hotel
323,Bathsheba,BB,84.81,scattered clouds,13.2167,-59.5167,Atlantis Hotel
324,Isangel,VU,77.11,broken clouds,-19.55,169.2667,Tanna Lodge
326,Talnakh,RU,36.21,moderate rain,69.4865,88.3972,Talnakh Hotel
328,Bilgoraj,PL,50.67,broken clouds,50.5411,22.722,Dodo
329,Farmington,US,75.15,clear sky,36.7281,-108.2187,Courtyard by Marriott Farmington
332,Bambanglipuro,ID,76.15,overcast clouds,-7.95,110.2833,Puri Brata
333,Meulaboh,ID,75.11,overcast clouds,4.1363,96.1285,Kost Pria
334,Mendi,PG,55.04,overcast clouds,-6.1761,143.6513,Kiburu Lodge
335,Motril,ES,74.26,clear sky,36.7507,-3.5179,Elba Motril Hotel Beach & Business Hotel
336,Neuquen,AR,69.69,clear sky,-38.9516,-68.0591,Hotel del Comahue
337,Nemuro,JP,56.88,overcast clouds,43.3236,145.575,Hotel Nemuro Kaiyoutei
338,Povenets,RU,46.89,light rain,62.8487,34.8262,Eko Otel' Bol'shaya Medveditsa
340,Klaksvik,FO,43.72,light rain,62.2266,-6.589,Airbnb rooms
341,Faanui,PF,79.05,few clouds,-16.4833,-151.75,Bora-Bora Pearl Beach Resort & Spa
342,Ancud,CL,53.83,scattered clouds,-41.8697,-73.8203,Hotel Arena Gruesa
343,Fomboni,KM,76.21,clear sky,-12.28,43.7425,Auberge les abou
344,Zarand,IR,65.95,clear sky,30.8127,56.564,مهمانسرای فناپ
346,Bandarbeyla,SO,76.91,scattered clouds,9.4942,50.8122,JABIR HOTEL
348,Ishikari,JP,59.25,overcast clouds,43.2397,141.3539,ザ・吉岡
349,Gatton,AU,66.42,clear sky,-27.55,152.2833,Room Motels Gatton
350,Agnibilekrou,CI,71.1,moderate rain,7.1344,-3.2047,"J'AIME ATTOBRO, (Mon Village)"
351,Santiago Del Estero,AR,77.23,few clouds,-27.7951,-64.2615,Apartamentos Castelli 90
352,Yanam,IN,75.9,overcast clouds,16.7333,82.2167,The Regency Hotel
353,Comodoro Rivadavia,AR,71.46,clear sky,-45.8667,-67.5,Austral Hotel
354,Bilma,NE,82.35,clear sky,18.6853,12.9164,Expeditions Ténére voyages
355,Roma,US,62.08,few clouds,43.2128,-75.4557,Wingate By Wyndham Rome
356,Shambu,ET,51.82,broken clouds,9.5667,37.1,Wabe Hotel
358,Urumqi,CN,50.95,clear sky,43.801,87.6005,Hua Ling Grand Hotel Urumqi
359,Waingapu,ID,78.15,broken clouds,-9.6567,120.2641,Pondok Wisata Elim
360,Maine-Soroa,NE,86.27,scattered clouds,13.2114,12.0241,Complexe
361,Jacareacanga,BR,78.67,overcast clouds,-6.2222,-57.7528,Casa do Ian😎
362,Quang Ngai,VN,72.97,overcast clouds,15.1167,108.8,Central Hotel
364,Constitucion,CL,60.58,clear sky,-35.3333,-72.4167,Hotel Boutique Las Azucenas
365,Mahanje,TZ,61.29,clear sky,-9.9333,35.3333,Amani social Hall
366,Porto Seguro,BR,75.72,few clouds,-16.4497,-39.0647,Porto Cálem Praia Hotel
367,Derzhavinsk,KZ,49.44,broken clouds,51.1,66.3167,Ooo.khim Baza
368,Mar Del Plata,AR,51.94,clear sky,-38.0023,-57.5575,Gran Hotel Mar del Plata
369,Tautira,PF,77.09,light rain,-17.7333,-149.15,Pension Oaoa
370,Moron,AR,61.02,scattered clouds,-34.6534,-58.6198,Hotel Morón
371,Mount Isa,AU,71.37,broken clouds,-20.7333,139.5,ibis Styles Mt Isa Verona
372,Maceio,BR,78.24,few clouds,-9.6658,-35.7353,Hotel Ponta Verde Maceió
373,Kathu,TH,82.74,light rain,7.9178,98.3332,Novotel Phuket Resort
377,Hami,CN,51.89,clear sky,42.8,93.45,Laoyutang Resort
378,Markha,RU,30.16,broken clouds,62.1053,129.7269,Gostinitsa Yakutyanochka
379,Muyezerskiy,RU,45.48,overcast clouds,63.9333,31.65,"Gostinitsa Ooo ""Lzkh ""Ledmozerskoye"""
380,Concordia,AR,68.07,clear sky,-31.393,-58.0209,Palmar Hotel Casino
382,Colwyn Bay,GB,51.75,scattered clouds,53.2948,-3.7267,Bryn Woodlands House
383,Grand Gaube,MU,72.0,clear sky,-20.0064,57.6608,Veranda Paul et Virginie Hotel & Spa
384,Biltine,TD,85.32,few clouds,14.5333,20.9167,Hôtel Trois Étoiles de Biltine
385,Tiarei,PF,84.22,light rain,-17.5333,-149.3333,Le Rocher de Tahiti
386,Lapeer,US,58.05,scattered clouds,43.0514,-83.3188,"Holiday Inn Express Lapeer, an IHG Hotel"
387,Conde,BR,78.26,clear sky,-7.2597,-34.9075,Pousada Beija Flor
388,Juneau,US,46.22,overcast clouds,58.3019,-134.4197,"Baranof Downtown, BW Signature Collection"
389,Port Macquarie,AU,62.89,clear sky,-31.4333,152.9167,Rydges Port Macquarie
390,Changde,CN,59.72,clear sky,29.0464,111.6783,Kangshida Hotel
391,Kula,TR,57.47,overcast clouds,38.5473,28.6498,Anemon Kula Hotel
392,Chimbote,PE,64.69,clear sky,-9.0853,-78.5783,Hotel Briliá
393,Sonoita,MX,89.13,overcast clouds,31.85,-112.8333,Hotel internacional
394,Rio Grande,BR,60.91,few clouds,-32.035,-52.0986,Hotel Atlântico Rio Grande
395,Dudinka,RU,36.63,light rain,69.4058,86.1778,Hotel Viktoria
397,Bahjoi,IN,71.1,clear sky,28.4,78.6167,Sindh Bank
398,Kemin,KG,56.75,overcast clouds,42.7846,75.6892,Hotel Kok-Oirok
399,Bethel,US,66.29,few clouds,41.3712,-73.414,Courtyard by Marriott Danbury
400,Iwaki,JP,62.02,overcast clouds,37.05,140.8833,Toyoko Inn Iwaki Ekimae
401,Kampong Thum,KH,69.8,overcast clouds,12.7111,104.8887,Sambor Village Hotel
404,Alice Springs,AU,56.75,scattered clouds,-23.7,133.8833,Desert Palms Alice Springs
405,San Carlos De Bariloche,AR,64.15,clear sky,-41.1456,-71.3082,Hotel Patagonia
406,Seydi,TM,65.68,overcast clouds,39.4816,62.9137,Seydi oteli
407,Mata,PT,61.72,clear sky,40.683,-7.4592,Hostel EntryFik
408,Huarmey,PE,66.49,clear sky,-10.0681,-78.1522,Hotel Miramar
409,Coquimbo,CL,58.73,clear sky,-29.9533,-71.3436,Hotel San Juan
410,Pangkalanbuun,ID,73.9,light rain,-2.6833,111.6167,Grand Kecubung Hotel
411,Lubango,AO,64.99,broken clouds,-14.9172,13.4925,Hotel Serra da Chela
412,La Romana,DO,86.36,few clouds,18.4273,-68.9728,Casa de Campo Resort and Villas
413,Mount Gambier,AU,49.66,overcast clouds,-37.8333,140.7667,The Commodore
415,Coos Bay,US,79.0,clear sky,43.3665,-124.2179,Best Western Holiday Hotel
416,High Rock,BS,84.22,overcast clouds,26.6208,-78.2833,Hideaway Bahamas Beach Club
417,Vuktyl,RU,40.15,overcast clouds,63.8567,57.3094,Mini-Hotel Lokomotiv
418,Half Moon Bay,US,79.41,overcast clouds,37.4636,-122.4286,"The Ritz-Carlton, Half Moon Bay"
419,Khairagarh,IN,73.26,clear sky,26.95,77.8167,Saleem Bhai Fruit Co.
420,Cubuk,TR,54.86,broken clouds,40.2386,33.0322,Kurbantepe Erkek Ogrenci Yurdu
421,Koroni,GR,64.08,overcast clouds,36.8,21.95,Apartments Xenios Zeus 1
422,Labuhan,ID,78.19,light rain,-6.8844,112.2051,DoubleFAG
423,Chiang Khong,TH,67.28,overcast clouds,20.2613,100.4046,Chiangkhong Green Inn Resident
424,Ostersund,SE,43.25,overcast clouds,63.1792,14.6357,Best Western Hotel Gamla Teatern
425,Sept-Iles,CA,48.72,overcast clouds,50.2001,-66.3821,Comfort Inn
426,Portland,US,84.99,smoke,45.5234,-122.6762,Embassy Suites by Hilton Portland Downtown
427,Tuatapere,NZ,53.87,clear sky,-46.1333,167.6833,Ron and Tony's Bed & Breakfast
429,Burgeo,CA,54.41,overcast clouds,47.6167,-57.6152,Gillett's Motel
430,Syamzha,RU,38.73,overcast clouds,60.0158,41.0614,Hotel Syamzha
431,Neftcala,AZ,68.7,broken clouds,39.3742,49.2472,Otel restoran
432,Broome,US,63.09,few clouds,42.2506,-75.833,Chenango Valley State Park
433,Archidona,ES,62.91,clear sky,37.0965,-4.3887,Hotel Escua
434,Calvinia,ZA,66.09,overcast clouds,-31.4707,19.776,Die Lemoenhuis
435,Natal,BR,79.45,clear sky,-5.795,-35.2094,Villa Park Hotel | Natal
436,Salta,AR,68.59,scattered clouds,-24.7859,-65.4117,Hotel Alejandro I
437,Presidencia Roque Saenz Pena,AR,84.09,clear sky,-26.7852,-60.4388,Hotel Gualok
439,Saint-Martin-De-Crau,FR,65.98,clear sky,43.6395,4.8127,Hotel Residence La Transhumance
440,Oussouye,SN,80.69,overcast clouds,12.485,-16.5469,Auberge du Routard
441,Swiecie,PL,57.6,few clouds,53.4095,18.4474,Hotel i Restauracja Vistula
442,Koutsouras,GR,70.11,overcast clouds,35.0339,25.9469,The White Houses
443,Kitob,UZ,64.76,broken clouds,39.0843,66.8332,KESH HOTEL
444,Narasannapeta,IN,76.37,broken clouds,18.4167,84.05,AVK events and catering
445,Caravelas,BR,74.88,clear sky,-17.7125,-39.2481,Pousada dos Navegantes
446,Boddam,GB,39.58,scattered clouds,57.4667,-1.7833,Palace Hotel
447,Karratha,AU,68.99,clear sky,-20.7377,116.8463,ibis Styles Karratha
449,Yangjiang,CN,68.49,broken clouds,21.85,111.9667,HUALUXE Yangjiang City Center
450,Nome,US,34.16,clear sky,64.5011,-165.4064,Dredge 7 Inn
451,Broken Hill,AU,53.19,clear sky,-31.95,141.4333,Royal Exchange Hotel
452,Sinnamary,GF,81.28,broken clouds,5.3833,-52.95,ALETHEIA Appartement Sinnamary
453,Quatre Cocos,MU,71.71,few clouds,-20.2078,57.7625,Sunrise Attitude Hotel
454,Grajau,BR,92.07,scattered clouds,-5.8194,-46.1386,Hotel Confiança
455,Lompoc,US,78.01,mist,34.6391,-120.4579,"Holiday Inn Express Lompoc, an IHG Hotel"
457,Axim,GH,77.11,light rain,4.8699,-2.2405,Axim Beach Resort And Spa
458,Ambilobe,MG,72.68,broken clouds,-13.2,49.05,Hôtel & Restaurant DIANA Ambilobe
459,Port Shepstone,ZA,69.1,light rain,-30.7414,30.455,My Den Beachfront Bed and Breakfast | Self-Catering
460,La Orilla,MX,83.71,light rain,17.9833,-102.2333,Baymont by Wyndham Lazaro Cardenas
461,Palu,ID,75.04,moderate rain,-0.8917,119.8707,Hotel Santika Palu
462,Kuusamo,FI,42.84,overcast clouds,65.9667,29.1833,Hotel Kuusanka
463,Achalpur,IN,68.72,clear sky,21.2572,77.5086,Sachin pandey
464,Uchiza,PE,77.09,overcast clouds,-8.4592,-76.4633,Hotel San Pedro
465,Muromtsevo,RU,38.75,overcast clouds,56.3724,75.2418,Plyazh U Reki Tara
466,Kitale,KE,58.46,overcast clouds,1.0157,35.0062,Engo Airport resort
467,Mashhad,IR,59.14,clear sky,36.297,59.6062,Khanye Sabz Hotel
468,Roald,NO,51.33,few clouds,62.5833,6.1333,Flem Cabins
469,Salalah,OM,77.09,scattered clouds,17.0151,54.0924,"HAMDAN PLAZA HOTEL SALALAH, an HTG Hotel"
470,Sassandra,CI,74.84,light rain,4.95,-6.0833,la terrasse
471,Les Cayes,HT,83.55,broken clouds,18.2,-73.75,Villa Orphee
472,Ordzhonikidze,KZ,46.69,overcast clouds,52.4411,61.7408,Tomiris
474,Faya,SA,59.52,clear sky,18.3851,42.4509,شيلة نسايم
475,Peruibe,BR,68.72,overcast clouds,-24.32,-46.9983,Hotel Pousada Xapuri
476,Gizo,SB,82.36,overcast clouds,-8.103,156.8419,Imagination Island
477,Santa Fe,AR,59.47,moderate rain,-31.6333,-60.7,Conquistador Hotel
478,Pasighat,IN,70.54,clear sky,28.0667,95.3333,Siang Guest House
479,Raton,US,76.05,clear sky,36.9034,-104.4391,"Holiday Inn Express & Suites Raton, an IHG Hotel"
480,Spanaway,US,76.73,clear sky,47.104,-122.4346,Firwood RV
481,Sidhi,IN,69.13,clear sky,24.4167,81.8833,HOTEL MADHUSUDAN PALACE
482,Pochutla,MX,87.82,light rain,15.7432,-96.4661,Hotel Posada San Jose
483,Nouakchott,MR,80.53,clear sky,18.0858,-15.9785,HOTEL IMAN
484,Taltal,CL,60.19,few clouds,-25.4,-70.4833,Residencial Karime
486,Padang,ID,76.1,overcast clouds,-0.9492,100.3543,Mercure Padang
487,Killybegs,IE,49.1,moderate rain,54.6333,-8.45,Tara Hotel
488,Peniche,PT,64.08,clear sky,39.3558,-9.3811,Hotel Star inn Peniche
489,Homer,US,48.09,clear sky,59.6425,-151.5483,Beluga Lake Lodge
490,Vzmorye,RU,50.09,light rain,54.6961,20.2361,Sportivnaya Hotel
493,Palembang,ID,77.09,scattered clouds,-2.9167,104.7458,ASTON Palembang Hotel & Conference Center
494,Esmeraldas,BR,81.46,few clouds,-19.7625,-44.3139,Forasteiro Pousada
495,Manitouwadge,CA,40.14,overcast clouds,49.1215,-85.8403,Select Inn
496,Bollnas,SE,42.66,overcast clouds,61.3482,16.3946,Grand Hotel
497,Honningsvag,NO,42.55,scattered clouds,70.9821,25.9704,Nordkapp Vandrerhjem
498,Keningau,MY,70.9,broken clouds,5.3378,116.1602,Sabindo Hotel
499,Upington,ZA,75.58,broken clouds,-28.4478,21.2561,River Place Manor
500,Xuddur,SO,72.34,scattered clouds,4.1213,43.8894,Banjanay Hotel
501,Southampton,GB,54.86,fog,50.904,-1.4043,Leonardo Royal Southampton Grand Harbour
502,Makakilo City,US,85.44,few clouds,21.3469,-158.0858,Marriott's Ko Olina Beach Club
503,Petropavlovsk-Kamchatskiy,RU,32.59,few clouds,53.0452,158.6483,The Hotel Petropavlovsky
504,Kalianget,ID,80.87,overcast clouds,-7.05,113.9333,Pesanggrahan Garam
506,Tambov,RU,36.91,broken clouds,52.7317,41.4339,Uyut
507,South Shields,GB,44.71,clear sky,54.9986,-1.4323,Premier Inn North Shields (Ferry Terminal) hotel
508,Naryan-Mar,RU,38.77,overcast clouds,67.6713,53.087,Hostel Agat
509,Polson,US,68.22,scattered clouds,47.6936,-114.1632,Americas Best Value Port Polson Inn
510,Valdivia,CL,68.09,scattered clouds,-39.8142,-73.2459,Hostal Entre Rios
511,Saint George,US,86.95,clear sky,37.1041,-113.5841,Best Western Plus Abbey Inn
514,Nyrob,RU,44.38,overcast clouds,60.733,56.7202,Gostinitsa
515,Jiexiu,CN,55.9,overcast clouds,37.0244,111.9125,IU Hotel Jinzhong Yuhua Road
516,Guerrero Negro,MX,71.96,overcast clouds,27.9769,-114.0611,"Casa Laguna, Bed & Breakfast"
517,Andenes,NO,42.78,clear sky,69.3143,16.1194,Hotell Marena
518,Mabaruma,GY,74.48,moderate rain,8.2,-59.7833,Monty Brooms Guest House
520,Diplo,PK,80.42,clear sky,24.4667,69.584,Mukhi Ahmed Ali Residency
521,Amuntai,ID,73.22,overcast clouds,-2.4177,115.2494,Hotel Balqis
522,Nha Trang,VN,71.6,broken clouds,12.25,109.1833,Hanoi Golden Hotel
523,Leiyang,CN,57.02,clear sky,26.4024,112.8591,Dongyang Hotel
525,Praia Da Vitoria,PT,69.76,broken clouds,38.7333,-27.0667,Hotel Branco I
526,Kitimat,CA,57.9,overcast clouds,54.0524,-128.6534,Kingfish Westcoast Adventures Ltd. Kitimat Estuary Lodge B&B
527,Sagone,FR,66.67,few clouds,42.1155,8.6969,Camping Le Sagone
528,Battipaglia,IT,61.99,few clouds,40.6109,14.9852,Hotel Palace
529,Diphu,IN,71.24,broken clouds,25.8333,93.4333,Hotel Kamakhya
530,Port Hawkesbury,CA,59.59,overcast clouds,45.6169,-61.3485,MacKenzie House Tourist Home B&B
532,Tabas,IR,72.7,clear sky,33.5959,56.9244,شرکت معماری مهراز شایگان آراد
535,Palimbang,PH,78.57,broken clouds,6.2106,124.1894,Felmar Beach resort
536,Paita,PE,65.68,clear sky,-5.0892,-81.1144,Hotel Náutico de Paita
537,Tobetsu,JP,59.09,overcast clouds,43.2169,141.5169,富士屋旅館
538,Galeana,MX,70.02,scattered clouds,24.8333,-100.0667,Mirador
539,Qostanay,KZ,41.29,clear sky,53.1667,63.5833,Hotel Fessla
540,Lima,PE,61.05,clear sky,-12.0432,-77.0282,Hotel Kamana
541,Tateyama,JP,69.1,overcast clouds,34.9833,139.8667,Tateyama Seaside Hotel
542,Balkhash,KZ,51.96,overcast clouds,46.844,74.9804,Family
543,Nianzishan,CN,40.46,few clouds,47.5167,122.8833,Jinhong Hotel
544,Preston,GB,52.32,broken clouds,53.7667,-2.7167,Legacy Preston International Hotel - managed by Legacy Hotels and Resorts
545,Caboolture,AU,71.38,clear sky,-27.0833,152.95,Caboolture Riverlakes Motel
546,Andra,RU,39.92,overcast clouds,62.5147,65.8878,"Gostinitsa ""Ob'"""
548,Bikaner,IN,77.2,clear sky,28.0167,73.3,The Laxmi Niwas Palace
549,Balaipungut,ID,73.26,overcast clouds,1.05,101.2833,Darmo wira
550,Bowen,AU,75.72,few clouds,-20.0167,148.2333,Castle Motor Lodge Motel
551,Vaitape,PF,79.25,few clouds,-16.5167,-151.75,Conrad Bora Bora Nui
553,Trebinje,BA,57.56,clear sky,42.7119,18.3442,Hotel Aćimović
554,Cabedelo,BR,79.47,clear sky,-6.9811,-34.8339,Pousada Camboinha
555,Katobu,ID,75.49,overcast clouds,-4.9408,122.5276,La Ode Husein
556,Bangolo,CI,69.87,moderate rain,7.0069,-7.475,Les hôtels
558,Lao Cai,VN,67.3,overcast clouds,22.4833,103.95,Legend Hotel
559,Sao Sebastiao,BR,71.24,overcast clouds,-23.76,-45.4097,Hotel Recanto dos Pássaros
560,Sala Consilina,IT,53.29,broken clouds,40.3912,15.5989,Palazzo Grammatico
561,Buraydah,SA,73.85,clear sky,26.326,43.975,Mövenpick Qassim
